function	dimension	best	worst	avg	std
happycat	1	0.001009435751	0.01299741064	0.003175244407	0.002991480201
happycat	2	0.002666906872	0.2684922319	0.06406579305	0.06435156248
happycat	5	0.15486728	1.253224424	0.5830995812	0.2607801772
happycat	10	0.3627661495	1.422723845	0.800759789	0.2638269036
happycat	20	0.6840588271	1.311166272	1.002896843	0.2074312821
happycat	25	0.7461029192	1.470052747	1.059745682	0.1976976125
happycat	50	0.7887425879	1.249896531	1.09535507	0.1028343725
happycat	100	0.9437027793	1.399019176	1.127660026	0.1112600054
happycat	200	0.9339827579	1.668460607	1.144288148	0.1648451031
happycat	500	0.9898396966	1.769669471	1.227207112	0.1969377502
hgbat	1	0.000004916796144	0.07973099025	0.006737479077	0.01763256459
hgbat	2	0.0007113413274	0.4898422154	0.1229496206	0.09859968154
hgbat	5	0.246515395	0.5557940264	0.4462663747	0.07482369763
hgbat	10	0.4011535992	0.7476662603	0.5267081293	0.07620135224
hgbat	20	0.4650191823	0.9144500211	0.5579393036	0.08640581757
hgbat	25	0.4219533285	0.7613007512	0.5593607043	0.06923798992
hgbat	50	0.4740688918	0.8030428173	0.5813749096	0.08713106434
hgbat	100	0.5060079149	1.034615301	0.5692158448	0.09928587972
hgbat	200	0.502925421	0.630003168	0.5400649635	0.02714228343
hgbat	500	0.5156521861	1.301228545	0.5812137752	0.1388890821
katsuura	1	0.000000002955857781	0.350214912	0.02521037322	0.07367244299
katsuura	2	0.00004927337648	1.421560364	0.2924371689	0.3654520171
katsuura	5	0.2513281043	1.394613942	0.7171762078	0.2770944887
katsuura	10	0.6766708876	2.968145986	1.489146156	0.5420155565
katsuura	20	0.967613447	3.982555856	2.420416672	0.6899328885
katsuura	25	1.933387715	3.749572451	2.841975868	0.4755542859
katsuura	50	2.57306093	5.821949323	4.27543958	0.7918308389
katsuura	100	3.853566572	6.276710761	4.822938459	0.6266928212
katsuura	200	3.139285096	4.394936428	3.768589497	0.3334097226
katsuura	500	1.448220624	1.766326318	1.620210841	0.07796136796
levy	1	3.0590477864423e-26	3.3604447215619e-20	2.0987939437742e-21	7.55257016807479e-21
levy	2	8.80674370191769e-20	0.0002207877261	0.00001828395107	0.00005161340114
levy	5	0.0004239116388	0.05410497231	0.007869139613	0.01045096562
levy	10	0.005361723936	0.1490800727	0.03487827347	0.03873221046
levy	20	0.01125889535	0.4902796449	0.06150643983	0.1002407716
levy	25	0.01061159382	0.1774096446	0.05918112937	0.04361902389
levy	50	0.02303837138	0.4928597278	0.1155320054	0.1055465735
levy	100	0.04754321388	0.5379545371	0.1867460974	0.132682172
levy	200	0.09437029729	2.59199377	0.4717350019	0.5189803254
levy	500	0.2802863387	3.834605142	1.032556453	0.8284103318
rastrigin	1	0	2.76401124210679e-12	9.52127265918535e-14	4.95697906231364e-13
rastrigin	2	0.000000000253162824	1.195125053	0.04352634267	0.2143223537
rastrigin	5	0.0005941875394	1.732680905	0.1148779765	0.3175039083
rastrigin	10	0.001399685648	1.769987553	0.2710212638	0.3697092073
rastrigin	20	0.006060286279	3.581635191	0.832107091	0.9031597635
rastrigin	25	0.01844474501	3.373625463	0.9556896596	0.8459983775
rastrigin	50	0.3215188579	16.63695061	2.902381434	2.912233319
rastrigin	100	0.117239769	13.09557362	3.914331353	3.169349563
rastrigin	200	0.4265913186	34.57074031	8.909022213	8.127383287
rastrigin	500	0.5323807284	112.4914826	24.6629844	23.70366895
rosenbrock	1	0	0	0	0
rosenbrock	2	0.00000005122313529	27.17408716	2.52269028	6.713532773
rosenbrock	5	0.05288003982	3.105001506	0.6110921409	0.7418362098
rosenbrock	10	0.2243715069	2.794686832	1.204293097	0.6411017197
rosenbrock	20	0.4938617089	6.378758638	2.688675829	1.519684151
rosenbrock	25	0.4563545874	12.42079693	3.73676649	2.409063276
rosenbrock	50	1.251980572	27.64421644	9.772867395	5.826024752
rosenbrock	100	1.013844617	36.62488861	16.44777777	7.074454419
rosenbrock	200	4.218921887	57.45006388	30.13119366	11.27918609
rosenbrock	500	11.6041553	202.9628571	76.25769319	42.26296738
schwefel1.2 problem	1	1.1949177534087e-26	1.32120367116639e-18	4.40975458710206e-20	2.37152704890342e-19
schwefel1.2 problem	2	1.10842517283819e-12	0.000009155462618	0.0000007443860198	0.000001987202183
schwefel1.2 problem	5	0.000002439917829	0.0020135973	0.000318157225	0.0004769375396
schwefel1.2 problem	10	0.00001279977002	0.00591643233	0.000969197108	0.001215837457
schwefel1.2 problem	20	0.0001724832245	0.7193839814	0.03383736476	0.1284612256
schwefel1.2 problem	25	0.0004286409934	0.1733040508	0.02101020226	0.03494777073
schwefel1.2 problem	50	0.000433324123	0.9661880278	0.1461632775	0.2103219455
schwefel1.2 problem	100	0.04957219658	3.752844487	0.9422679665	0.9981119815
schwefel1.2 problem	200	0.2555021859	31.19108521	6.069697734	6.309000456
schwefel1.2 problem	500	1.717442386	476.2148219	93.65137947	122.9989599
schwefel 2.13 problem	1	1.84124027833835e-21	0.01047062126	0.0003490223244	0.001879533736
schwefel 2.13 problem	2	1.01904662648165e-11	8.004406756	0.7571714297	1.866798908
schwefel 2.13 problem	5	122.7635827	6261.467108	2629.15511	1589.403354
schwefel 2.13 problem	10	7281.639315	103311.421	52001.94026	24698.85184
schwefel 2.13 problem	20	329680.8186	1005100.518	683747.1744	158072.7778
schwefel 2.13 problem	25	578705.9915	1487420.213	1073487.033	243657.0112
schwefel 2.13 problem	50	4526339.453	8413745.335	6667604.481	921158.7108
schwefel 2.13 problem	100	27939849.95	42035554.47	35658877.75	3573655.587
schwefel 2.13 problem	200	154761121	196600294.5	174872979.6	9740906.843
schwefel 2.13 problem	500	1159907317	1404988052	1322065896	48159353.32
shubert	1	-14.50800793	-14.4850397	-14.50663197	0.004786921153
shubert	2	-210.482294	-145.2734024	-203.6889819	13.93959172
shubert	5	-311767.3658	-22420.50278	-100272.6168	78410.97865
shubert	10	-12994008362	-28088216.03	-891118586.2	2334086640
shubert	20	-1.09234E+17	-10845755885578	-5.17882E+15	1.97306E+16
shubert	25	-3.65365E+19	-7.28396E+15	-3.14883E+18	7.71085E+18
shubert	50	-3.99253E+35	-6.51164E+28	-1.39031E+34	7.15787E+34
shubert	100	-2.42367E+66	-6.29434E+51	-8.07946E+64	4.3506E+65
shubert	200	-7.42827E+116	-4.79585E+97	-2.48262E+115	1.3333E+116
shubert	500	-4.09294E+265	-4.53956E+228	-1.36432E+264	inf
sphere	1	3.20706398402659e-26	6.19326020474497e-16	2.3664818424352e-17	1.11796993767672e-16
sphere	2	6.31015240420822e-19	0.000001694899682	0.0000001265432304	0.000000381966773
sphere	5	0.0000004464936173	0.001407797333	0.0001030139611	0.0002599514295
sphere	10	0.000001726842281	0.003757828879	0.0004725031838	0.0007729155335
sphere	20	0.00002007627581	0.009556437211	0.001723101828	0.002283768244
sphere	25	0.00002536527636	0.02092916814	0.003940276696	0.005454144401
sphere	50	0.0004292432025	0.03654535821	0.007103295299	0.008514260591
sphere	100	0.00308758681	0.05815077919	0.01709333099	0.01371111182
sphere	200	0.001443609908	0.1049931262	0.03081404825	0.026328737
sphere	500	0.001120153067	0.371845245	0.09301558366	0.08754220523
step function	1	0	0	0	0
step function	2	0	0	0	0
step function	5	0	0	0	0
step function	10	0	0	0	0
step function	20	0	0	0	0
step function	25	0	0	0	0
step function	50	0	0	0	0
step function	100	0	0	0	0
step function	200	0	0	0	0
step function	500	0	0	0	0
vincent	1	-1	-0.9999999996	-1	0
vincent	2	-0.999999999999999	-0.9961385176	-0.9995547067	0.001017897553
vincent	5	-0.9926703276	-0.8406835943	-0.9434474047	0.04323862758
vincent	10	-0.9985911354	-0.6414524591	-0.8049727615	0.1023797199
vincent	20	-0.9802423293	-0.3987332508	-0.5475173224	0.103575614
vincent	25	-0.6787917677	-0.3575968114	-0.5030812167	0.07965186016
vincent	50	-0.9511209783	-0.2443342524	-0.3924061116	0.1186179432
vincent	100	-0.9990216026	-0.1988676188	-0.4068364533	0.2616218616
vincent	200	-0.998118145	-0.1591070503	-0.3253945597	0.2622041677
vincent	500	-0.9988305681	-0.1441132493	-0.6572202853	0.3904669418
weierstrass	1	2.55528931347726e-11	0.04374712979	0.00168245137	0.007849279942
weierstrass	2	0.00006505749078	0.6700795837	0.119744285	0.1695225086
weierstrass	5	1.548920223	4.193954213	2.765718486	0.652992163
weierstrass	10	6.745928657	12.1557741	9.867769204	1.294331751
weierstrass	20	21.75216816	28.20397828	25.77530581	1.670848462
weierstrass	25	27.27937859	37.42340846	33.11596127	2.226727359
weierstrass	50	66.71085452	81.52484298	76.24662742	3.37703795
weierstrass	100	158.8139849	172.3401624	165.9813475	4.411897089
weierstrass	200	343.5018318	360.6451545	352.1052355	4.314527627
weierstrass	500	901.069056	942.4367294	925.195509	9.108399111
zakharov	1	8.71537003125351e-26	9.54041974060177e-15	3.23314915713528e-16	1.71178820187783e-15
zakharov	2	4.42676568379053e-14	0.00000290993877	0.0000002582365935	0.0000007068161935
zakharov	5	0.000005889499559	0.001219317586	0.0001704768099	0.000251654216
zakharov	10	0.00001901974883	0.002355813748	0.0006761133187	0.0006401218011
zakharov	20	0.0000368140228	0.01483846173	0.00318045361	0.003821786972
zakharov	25	0.0001621435074	0.06498798238	0.008916033236	0.01440938523
zakharov	50	0.0001145614182	0.1446426593	0.03384253909	0.0376558919
zakharov	100	0.002047798404	0.9244936379	0.09256455416	0.1660034393
zakharov	200	0.002703733446	1.6215903	0.3180179499	0.3964969009
zakharov	500	0.08295322193	9.869235716	1.66491375	2.015369887
