function	dimension	best	worst	avg	std
griewank	500	0.000000004661120601	0.0002213495979	0.00001830622253	0.00004416303711
happycat	1	0.01159218976	0.2764085443	0.1172689585	0.06901057147
happycat	2	0.07917574069	0.5955989032	0.2732021748	0.142404641
happycat	5	0.103884055	1.226001782	0.4920132507	0.2830688782
happycat	10	0.156140596	1.129730854	0.6299349501	0.2677180363
happycat	20	0.3813030185	1.380156201	0.7688370805	0.2792408467
happycat	25	0.2369883512	1.419393643	0.6724790251	0.2967411119
happycat	50	0.2905206743	1.555385832	0.8758836154	0.3296435951
happycat	100	0.4133287758	1.432055792	0.9340037973	0.2879266929
happycat	200	0.5073517707	2.005377873	1.161159463	0.3693977999
happycat	500	0.3749835768	2.16954215	1.391827399	0.4147804755
hgbat	1	0.0002591702077	0.1660113814	0.02124964707	0.03102968114
hgbat	2	0.01183056897	0.5006942725	0.2577728326	0.1658405256
hgbat	5	0.06841884575	0.5304426287	0.4640711243	0.09676593576
hgbat	10	0.3892369271	0.5501234687	0.4964538992	0.02604161334
hgbat	20	0.498615694	0.6327554908	0.5175920062	0.03249951802
hgbat	25	0.328520952	0.9759974755	0.5192899863	0.09597863908
hgbat	50	0.4992806111	1.87725926	0.6076779566	0.2871712858
hgbat	100	0.5000001892	1.31159186	0.5703847908	0.16851511
hgbat	200	0.5000110016	1.878676474	0.6209889813	0.2910496266
hgbat	500	0.5010751102	5.54228023	0.8738270166	0.9942266281
katsuura	1	0	0.5643107404	0.06326805466	0.1490910751
katsuura	2	0	2.581565766	0.5513700316	0.8785105775
katsuura	5	0	2.625856834	0.2886407525	0.7504386399
katsuura	10	0	1.493565079	0.09696058902	0.3335064417
katsuura	20	0	5.452265998	0.3330613042	1.250043993
katsuura	25	0	4.718823341	0.1595171163	0.8467031514
katsuura	50	0	5.834343461	0.1959977936	1.047045269
katsuura	100	0	0.0003867593904	0.00003073213155	0.00007439354901
katsuura	200	0	0.00002201941316	0.000002742948939	0.000005803643608
katsuura	500	0	0.00001305711063	0.0000009111959751	0.0000023846354
levy	1	3.83756480576717e-18	0.000001196447562	0.00000009609702223	0.0000002720268136
levy	2	0.000005052730793	0.1071829894	0.02444466424	0.03121644589
levy	5	0.0005402002203	0.5774358089	0.1195471898	0.1097616101
levy	10	0.0002754127918	0.3717318332	0.1268274902	0.1114253318
levy	20	0.0007063863883	0.9555065901	0.2998997076	0.2763452522
levy	25	0.01112525714	0.7521173889	0.2865197355	0.2419219603
levy	50	0.0003947960047	1.95951786	0.628114414	0.51322999
levy	100	0.003803759011	5.180113034	1.210711771	1.292604692
levy	200	0.001487491549	8.732528215	2.585560532	2.314444315
levy	500	0.07618517951	19.10410724	6.284168807	5.230775416
rastrigin	1	0	0.005824507015	0.0004457191098	0.001431450546
rastrigin	2	0.000000006567026034	5.008996907	1.152178435	1.175199727
rastrigin	5	0.00000005582679741	27.7350307	5.143548396	8.615848539
rastrigin	10	0.000000967152836	85.90923309	11.62533694	22.16540192
rastrigin	20	0.0000005169842083	96.7868737	7.607726172	21.2856925
rastrigin	25	0.000005620451805	42.30944872	4.141102311	11.72271818
rastrigin	50	0.000000516529246	369.7721203	12.9392901	66.31719865
rastrigin	100	0.000001642757699	88.97096708	8.400816553	23.3882851
rastrigin	200	0.000001803498591	55.54616605	2.026496279	9.958849786
rastrigin	500	0.0001730527788	10.51055014	0.483310764	1.879196911
rosenbrock	1	0	0	0	0
rosenbrock	2	0.00001208522695	53.42116409	5.583776614	13.0981119
rosenbrock	5	0.000009589791853	3.962892399	0.6853070803	1.195406497
rosenbrock	10	0.001616952391	8.955291396	2.032720307	3.019303899
rosenbrock	20	0.0001738202836	18.80806924	3.829295603	5.203639798
rosenbrock	25	0.009986205761	23.8463684	4.508378621	7.716554531
rosenbrock	50	0.008659383249	48.6439939	11.2784637	17.7159921
rosenbrock	100	0.00006956718238	100.2470288	37.56667752	41.41060883
rosenbrock	200	0.3205565977	200.4169705	62.35053485	72.97223348
rosenbrock	500	0.1474045485	495.5702663	147.1728846	184.844033
schwefel1.2 problem	1	0	0.00002493075848	0.0000008325431914	0.000004474928657
schwefel1.2 problem	2	2.65146120671487e-11	0.00044432966	0.00002012002485	0.00007935758525
schwefel1.2 problem	5	0.000000006703225464	0.00448250387	0.0002246108508	0.0008025089677
schwefel1.2 problem	10	4.18900904937508e-11	0.01755958788	0.001801715028	0.004455643175
schwefel1.2 problem	20	0.00000004297691564	0.1355073782	0.007447933781	0.02543025435
schwefel1.2 problem	25	0.00000009387921814	0.04018231436	0.004590682317	0.009965828699
schwefel1.2 problem	50	0.00000159024401	1.13197204	0.07859769535	0.2107853811
schwefel1.2 problem	100	0.00000003044403351	10.7996463	0.4807481404	1.936492301
schwefel1.2 problem	200	0.0000000442113107	347.587146	14.41816523	62.18174002
schwefel1.2 problem	500	0.000009232087514	599.2499828	46.93541986	132.4347083
schwefel 2.13 problem	1	0.000000004399351617	0.4993546117	0.03794121573	0.1111173704
schwefel 2.13 problem	2	0.9096262179	343.8134403	31.05822031	64.77664291
schwefel 2.13 problem	5	232.5588835	20411.44741	7659.850419	4422.508916
schwefel 2.13 problem	10	45744.3947	153612.7834	94786.81593	26024.1893
schwefel 2.13 problem	20	586769.0714	1258386.513	874264.5062	178576.6664
schwefel 2.13 problem	25	925245.8169	3085750.531	1995157.355	485601.8584
schwefel 2.13 problem	50	6345786.356	10311074.6	8197106.429	964885.4853
schwefel 2.13 problem	100	34670105.57	46241389.34	41618827.69	3159497.107
schwefel 2.13 problem	200	175273975.4	222073935.6	201254059.2	10238321.29
schwefel 2.13 problem	500	1316426599	1483364458	1410799329	43825385.37
shubert	1	-14.50800793	-14.25392294	-14.49899631	0.0455267915
shubert	2	-210.3088694	-114.7422407	-182.4219761	26.73204332
shubert	5	-467362.134	-12607.32631	-60609.91368	86005.25282
shubert	10	-74258586449	-8986221.283	-5020083528	14875994453
shubert	20	-8.85991E+22	-1146090315673	-4.35308E+21	1.71324E+22
shubert	25	-1.08007E+29	-410685740943903	-3.60024E+27	1.93878E+28
shubert	50	-1.11466E+58	-1.49805E+27	-4.75072E+56	2.05793E+57
shubert	100	-1.07083E+116	-2.13857E+50	-4.15227E+114	1.93695E+115
shubert	200	-4.66198E+231	-1.73317E+96	-1.55399E+230	inf
shubert	500	-inf	-3.22651E+231	-inf	\N
sphere	1	0	0.0000006879894154	0.00000003970280365	0.0000001480413036
sphere	2	0.000000004796986685	0.00008078090536	0.000006376441522	0.00001582695575
sphere	5	1.92204232228771e-13	0.002863228626	0.000100094007	0.0005132141822
sphere	10	0.000000001005167979	0.003802384515	0.0001838203859	0.0007014613337
sphere	20	0.0000000003198595404	0.001153843233	0.0000418884613	0.0002066836841
sphere	25	0.000000001510312421	0.0000881257044	0.00001673481591	0.00002776278459
sphere	50	5.01214235840191e-11	0.01332332476	0.000527766007	0.00240160453
sphere	100	0.000000001905092585	0.003111594664	0.0001534644157	0.0005624543935
sphere	200	0.0000000002527953275	0.01198960317	0.0008973951333	0.002709948757
sphere	500	0.00000000671440095	0.0424220594	0.001834675554	0.007597336607
step function	1	0	0	0	0
step function	2	0	0	0	0
step function	5	0	0	0	0
step function	10	0	0	0	0
step function	20	0	0	0	0
step function	25	0	0	0	0
step function	50	0	0	0	0
step function	100	0	0	0	0
step function	200	0	0	0	0
step function	500	0	0	0	0
vincent	1	-0.9999999999	-0.9995398521	-0.9999442489	0.0000969833636
vincent	2	-0.9999815894	-0.9135343325	-0.9807083343	0.02510853472
vincent	5	-0.99996232	-0.6818728198	-0.886874671	0.08797662468
vincent	10	-0.9977573072	-0.3109953862	-0.7953634444	0.1551584606
vincent	20	-0.9807869634	-0.3150488152	-0.7913191285	0.1526313395
vincent	25	-0.9970832107	-0.3881605841	-0.7991243857	0.1581447871
vincent	50	-0.9989003131	-0.2156298617	-0.7204976333	0.1891291497
vincent	100	-0.9985993	-0.3106054105	-0.7705949863	0.2049153052
vincent	200	-0.9993041037	-0.3936889824	-0.7675342796	0.1736909959
vincent	500	-0.9998456278	-0.4083257374	-0.7890912615	0.1441080127
weierstrass	1	0	0.141972173	0.01763313138	0.03218354125
weierstrass	2	0	0.9983420293	0.2732258387	0.3559501922
weierstrass	5	0	4.820083899	0.5234167841	1.351139606
weierstrass	10	0	12.27677941	1.259249014	3.313000601
weierstrass	20	0	28.07453504	1.993282723	6.257496415
weierstrass	25	3.5527136788005e-14	35.67258668	1.361370255	6.407762095
weierstrass	50	4.2632564145606e-14	78.56667894	3.011874117	14.07827434
weierstrass	100	3.41060513164848e-13	174.6973834	8.604009366	32.61517192
weierstrass	200	5.6843418860808e-14	249.3972096	8.363584443	44.7590586
weierstrass	500	2.50111042987555e-12	1.986659288	0.3140687863	0.6104760909
zakharov	1	0	0.0000002710948822	0.00000001090426801	0.00000004906328642
zakharov	2	0	0.001986768387	0.00009870104352	0.0003826302648
zakharov	5	2.34109319914327e-12	0.006239798135	0.0002460290224	0.001116080583
zakharov	10	0.000000002118996806	0.01307709357	0.0006411959328	0.002369714894
zakharov	20	0.000000004354479532	0.03662297963	0.001390406428	0.006560717779
zakharov	25	0.000000001784292084	0.05349881245	0.004718984531	0.01178890826
zakharov	50	0.00000008893980254	0.0118288668	0.000886043401	0.002321512582
zakharov	100	0.00000008831165219	0.1225857826	0.009772670767	0.02520758767
zakharov	200	0.000001987196152	1.772765192	0.1336916213	0.3431156573
zakharov	500	0.000000001138164019	712.0312138	29.46611076	128.5130567
